key,lang,value
safa3_text2,id,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_text2,kk,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_text2,ms,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_text2,ru,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_text2,tr,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_text2,uz,اللَّهُمَّ أَصْلِحْ لِي دِينِي وَدُنْيَايَ، وَبَارِكْ لِي فِي عُمُرِي وَرِزْقِي
safa3_title1,ar,الشوط الثالث
safa3_title1,en,3rd passage
safa3_title1,fr,3e passage
safa3_title1,id,Putaran ketiga
safa3_title1,kk,3-ші өту
safa3_title1,ms,Lintasan ketiga
safa3_title1,ru,3-й проход
safa3_title1,tr,3. geçiş
safa3_title1,uz,3-bosqich yurish
safa4_sarab1,ar,اللهم طهر قلبي من الذنوب واجعلني من التائبين
safa4_sarab1,en,"O Allah, purify my heart from sins and make me among those who repent."
safa4_sarab1,fr,"Ô Allah, purifie mon cœur des péchés et fais-moi parmi ceux qui se repentent."
safa4_sarab1,id,"Ya Allah, sucikanlah hatiku dari dosa dan jadikan aku termasuk orang-orang yang bertaubat."
safa4_sarab1,kk,"Уа, Алла, жүрегімді күнәлардан тазарт және мені тәубе етушілердің қатарына қоса гөр."
safa4_sarab1,ms,"Ya Allah, sucikanlah hatiku daripada dosa dan jadikan aku dalam kalangan orang yang bertaubat."
safa4_sarab1,ru,"О Аллах, очисти моё сердце от грехов и сделай меня среди кающихся."
safa4_sarab1,tr,"Ey Allah’ım, kalbimi günahlardan arındır ve beni tövbe edenlerden eyle."
safa4_sarab1,uz,"Ey Alloh, qalbimni gunohlardan pokla va meni tavba qiluvchilar qatoriga qo‘sh."
safa4_text1,ar,كل خطوة عبادة. ليكن القلب ذاكرًا لله. ذكر: سبحان الله، والحمد لله، والله أكبر.
safa4_text1,en,"Every step is an act of worship. Let the heart remember Allah. Dhikr: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,fr,"Chaque pas est un acte d’adoration. Que le cœur se souvienne d’Allah. Dhikr: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,id,"Setiap langkah adalah ibadah. Biarkan hati mengingat Allah. Zikir: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,kk,"Әрбір қадам ғибадат. Жүрек Алланы еске алсын. Зикр: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,ms,"Setiap langkah adalah ibadah. Biarkan hati mengingati Allah. Zikir: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,ru,"Каждый шаг является поклонением. Пусть сердце поминает Аллаха. Зикр: Субханаллах, вальхамдулиллях, ва Аллаху Акбар."
safa4_text1,tr,"Her adım bir ibadettir. Kalp Allah’ı ansın. Zikir: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text1,uz,"Har bir qadam ibodatdir. Qalb Allohni zikr qilsin. Zikr: Subhanallah, walhamdulillah, wa Allahu Akbar."
safa4_text2,ar,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,en,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,fr,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,id,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,kk,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,ms,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,ru,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,tr,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_text2,uz,اللَّهُمَّ طَهِّرْ قَلْبِي مِنَ الذُّنُوبِ، وَاجْعَلْنِي مِنَ التَّوَّابِينَ
safa4_title1,ar,الشوط الرابع
safa4_title1,en,4th passage
safa4_title1,fr,4e passage
safa4_title1,id,Putaran keempat
safa4_title1,kk,4-ші өту
safa4_title1,ms,Lintasan keempat
safa4_title1,ru,4-й проход
safa4_title1,tr,4. geçiş
safa4_title1,uz,4-bosqich yurish
safa5_text1,ar,اسألوا الله تيسير أموركم والهداية إلى الصراط المستقيم. دعاء: رب اشرح لي صدري ويسر لي أمري.
safa5_text1,en,"Ask for ease in your affairs and guidance to the right path. Dua: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,fr,"Demandez la facilité dans vos affaires et la guidance vers le bon chemin. Dua: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,id,"Mohon kemudahan dalam urusan dan petunjuk ke jalan yang benar. Doa: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,kk,"Істеріңіздің жеңілдеуін және дұрыс жолды тілеңіз. Дуа: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,ms,"Mohon kemudahan dalam urusan dan petunjuk ke jalan yang benar. Doa: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,ru,"Просите об облегчении дел и о правильном пути. Дуа: Раббишрах ли садри, ва яссир ли амри."
safa5_text1,tr,"İşlerinizin kolaylaşmasını ve doğru yolu isteyin. Dua: Rabbishrah li sadri, wa yassir li amri."
safa5_text1,uz,"Ishlaringizni yengillashtirishni va to‘g‘ri yo‘lni so‘rang. Dua: Rabbishrah li sadri, wa yassir li amri."
safa5_text2,ar,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,en,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,fr,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,id,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,kk,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,ms,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,ru,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,tr,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_text2,uz,اللَّهُمَّ ارْزُقْنِي قَلْبًا خَاشِعًا، وَعِلْمًا نَافِعًا، وَعَمَلًا مُتَقَبَّلًا
safa5_title1,ar,الشوط الخامس
safa5_title1,en,5th passage
safa5_title1,fr,5e passage
safa5_title1,id,Putaran kelima
safa5_title1,kk,5-ші өту
safa5_title1,ms,Lintasan kelima
safa5_title1,ru,5-й проход
safa5_title1,tr,5. geçiş
safa5_title1,uz,5-bosqich yurish
safa6_sarab1,ar,اللهم افتح لي أبواب رحمتك واغفر لي ذنوبي ما تقدم منها وما تأخر
safa6_sarab1,en,"O Allah, open for me the doors of Your mercy and forgive my past and future sins."
safa6_sarab1,fr,"Ô Allah, ouvre-moi les portes de Ta miséricorde et pardonne mes péchés passés et futurs."
safa6_sarab1,id,"Ya Allah, bukakanlah untukku pintu-pintu rahmat-Mu dan ampunilah dosa-dosaku yang lalu dan yang akan datang."
safa6_sarab1,kk,"Уа, Алла, маған Өзіңнің рақымыңның есіктерін аш және өткен әрі болашақ күнәларымды кешіре гөр."
safa6_sarab1,ms,"Ya Allah, bukakan untukku pintu-pintu rahmat-Mu dan ampunilah dosaku yang lalu dan yang akan datang."
safa6_sarab1,ru,"О Аллах, открой для меня двери Твоей милости и прости мои прошлые и будущие грехи."
safa6_sarab1,tr,"Ey Allah’ım, bana rahmetinin kapılarını aç ve geçmiş ve gelecek günahlarımı bağışla."
safa6_sarab1,uz,"Ey Alloh, menga O‘zingning rahmating eshiklarini och va mening o‘tgan hamda kelajakdagi gunohlarimni mag‘firat qil."
safa6_text1,ar,السعي مظهر من مظاهر الإيمان. امشوا بصبر وذكر لله. ذكر: لا حول ولا قوة إلا بالله.
safa6_text1,en,Sa'i is the path of faith. Walk with patience and remembrance of Allah. Dhikr: La hawla wa la quwwata illa billah.
safa6_text1,fr,Le sa'i est le chemin de la foi. Marchez avec patience et dans le rappel d’Allah. Dhikr: La hawla wa la quwwata illa billah.
safa6_text1,id,Sa'i adalah jalan iman. Berjalanlah dengan kesabaran dan mengingat Allah. Zikir: La hawla wa la quwwata illa billah.
safa6_text1,kk,Сағи иман жолы. Сабырмен және Алланы еске алып жүріңіз. Зикр: La hawla wa la quwwata illa billah.
safa6_text1,ms,Sa'i adalah jalan iman. Berjalanlah dengan kesabaran dan mengingati Allah. Zikir: La hawla wa la quwwata illa billah.
safa6_text1,ru,Саи - проявление веры. Идите с терпением и поминанием Аллаха. Зикр: Ля хаула ва ля куввата илла биллях.
safa6_text1,tr,Sa'y iman yoludur. Sabırla ve Allah’ı anarak yürüyün. Zikir: La hawla wa la quwwata illa billah.
safa6_text1,uz,Sa'i imon yo‘lidir. Sabr va Allohni zikr etib yuring. Zikr: La hawla wa la quwwata illa billah.
safa6_text2,ar,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,en,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,fr,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,id,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,kk,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,ms,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,ru,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,tr,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_text2,uz,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ، وَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ
safa6_title1,ar,الشوط السادس
safa6_title1,en,6th passage
safa6_title1,fr,6e passage
safa6_title1,id,Putaran keenam
safa6_title1,kk,6-шы өту
safa6_title1,ms,Lintasan keenam
safa6_title1,ru,6-й проход
safa6_title1,tr,6. geçiş
safa6_title1,uz,6-bosqich yurish
safa7_sarab1,ar,اللهم تقبل سعيي واغفر لي ذنوبي واجعل هذه العمرة مقبولة
safa7_sarab1,en,"O Allah, accept my Sa’i, forgive my sins, and make this Umrah accepted."
safa7_sarab1,fr,"Ô Allah, accepte mon Sa’i, pardonne mes péchés et fais que cette Omra soit acceptée."
safa7_sarab1,id,"Ya Allah, terimalah sa’i-ku, ampunilah dosa-dosaku dan jadikan Umrah ini diterima."
safa7_sarab1,kk,"Уа, Алла, менің сағиімді қабыл ет, күнәларымды кешір және бұл умраны қабыл болған ет."
safa7_sarab1,ms,"Ya Allah, terimalah sa’i-ku, ampunilah dosaku dan jadikan Umrah ini diterima."
safa7_sarab1,ru,"О Аллах, прими мой са‘й, прости мои грехи и сделай эту умру принятой."
safa7_sarab1,tr,"Ey Allah’ım, sa‘yimi kabul et, günahlarımı bağışla ve bu Umreyi kabul edilenlerden eyle."
safa7_sarab1,uz,"Ey Alloh, mening sa‘yimni qabul qil, gunohlarimni mag‘firat qil va bu umramni maqbul qil."
safa7_text1,ar,اختموا بالشكر والطمأنينة. لقد فعلتم ذلك ابتغاء وجه الله. دعاء: اللهم تقبل منا.
safa7_text1,en,Finish with gratitude and peace. You did this for Allah. Dua: Allahumma taqabbal minna.
safa7_text1,fr,Terminez avec gratitude et sérénité. Vous l’avez fait pour Allah. Dua: Allahumma taqabbal minna.
safa7_text1,id,Akhiri dengan rasa syukur dan ketenangan. Kamu melakukannya demi Allah. Doa: Allahumma taqabbal minna.
safa7_text1,kk,Ризашылық пен тыныштықпен аяқтаңыз. Сіз мұны Алла разылығы үшін жасадыңыз. Дуа: Allahumma taqabbal minna.
safa7_text1,ms,Akhiri dengan rasa syukur dan ketenangan. Anda melakukannya demi Allah. Doa: Allahumma taqabbal minna.
safa7_text1,ru,Завершите с благодарностью и покоем. Вы сделали это ради Аллаха. Дуа: Аллахумма такаббал минна.
safa7_text1,tr,Şükür ve huzurla tamamlayın. Bunu Allah rızası için yaptınız. Dua: Allahumma taqabbal minna.
safa7_text1,uz,Shukronalik va xotirjamlik bilan yakunlang. Siz buni Alloh yo‘lida qildingiz. Dua: Allahumma taqabbal minna.
safa7_text2,ar,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,en,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,fr,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,id,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,kk,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,ms,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,ru,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,tr,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_text2,uz,اللَّهُمَّ تَقَبَّلْ مِنِّي سَعْيِي، وَاغْفِرْ لِي ذُنُوبِي، وَاجْعَلْ هَذِهِ الْعُمْرَةَ مَقْبُولَةً
safa7_title1,ar,الشوط السابع
safa7_title1,en,7th passage
safa7_title1,fr,7e passage
safa7_title1,id,Putaran ketujuh
safa7_title1,kk,7-ші өту
safa7_title1,ms,Lintasan ketujuh
safa7_title1,ru,7-й проход
safa7_title1,tr,7. geçiş
safa7_title1,uz,7-bosqich yurish
safadua_title,ar,انظروا نحو الكعبة واقرؤوا الدعاء
safadua_title,en,Look toward the Kaaba and recite the dua
safadua_title,fr,Regardez vers la Kaaba et récitez la dua
safadua_title,id,Lihatlah ke arah Ka'bah dan bacalah doa
safadua_title,kk,"Қағбаға қарап, дұға оқыңыз"
safadua_title,ms,Pandang ke arah Kaabah dan bacalah doa
safadua_title,ru,Посмотрите в сторону Каабы и читайте дуа
safadua_title,tr,Kâbe'ye bakın ve dua okuyun
safadua_title,uz,Ka'baga qarang va duoni o‘qing
safago_text,ar,البداية: قفوا عند أسفل جبل الصفا وتوجهوا نحو الكعبة. النية: انووا في قلوبكم السعي لله تعالى. الحركة: اسعوا من الصفا إلى المروة ثم عودوا سبع مرات. الشوط الأول من الصفا إلى المروة، والثاني من المروة إلى الصفا، حتى تكتمل سبعة أشواط (البداية من الصفا والنهاية عند المروة). يجوز للرجال الإسراع قليلًا في موضعين محددين دون ركض.
safago_text,en,"Start: stand at the base of Safa hill and face the Kaaba. Intention: make the intention in your heart to perform Sa'i for the sake of Allah. Movement: walk from Safa to Marwa and back 7 times. Round 1 — Safa → Marwa. Round 2 — Marwa → Safa. In total 7 rounds (start at Safa, finish at Marwa). Men may slightly increase their pace in two short sections (a light quick walk, not running)."
safago_text,fr,"Début : tenez-vous au pied de la colline de Safa et tournez-vous vers la Kaaba. Intention : faites l’intention dans votre cœur d’accomplir le Sa'i pour Allah. Déplacement : marchez entre Safa et Marwa 7 fois. 1er trajet — Safa → Marwa. 2e trajet — Marwa → Safa. Au total 7 trajets (début à Safa, fin à Marwa). Les hommes peuvent accélérer légèrement le pas sur deux petites sections (marche rapide légère, sans courir)."
safago_text,id,"Awal: berdirilah di kaki Bukit Safa dan hadapkan diri ke Ka'bah. Niat: niatkan dalam hati untuk melakukan sa'i karena Allah. Gerakan: berjalan dari Safa ke Marwah dan kembali sebanyak 7 kali. Putaran 1 — Safa → Marwah. Putaran 2 — Marwah → Safa. Total 7 putaran (mulai di Safa, selesai di Marwah). Laki-laki boleh mempercepat langkah di dua bagian kecil (langkah cepat ringan, bukan berlari)."
safago_text,kk,"Бастау: Сафа төбесінің етегінде тұрып, Қағбаға қараңыз. Ниет: жүрегіңізде Алла разылығы үшін сағи жасауға ниет етіңіз. Қозғалыс: Сафа мен Маруа арасында 7 рет жүріңіз. 1-ші айналым — Сафа → Маруа. 2-ші айналым — Маруа → Сафа. Барлығы 7 айналым (бастау — Сафа, аяқтау — Маруа). Ер адамдар екі қысқа аралықта жүрісін сәл жылдамдата алады (жеңіл тез жүріс, жүгірмей)."
safago_text,ms,"Permulaan: berdirilah di kaki Bukit Safa dan hadapkan diri kepada Kaabah. Niat: niatkan dalam hati untuk melakukan sa'i kerana Allah. Pergerakan: berjalan dari Safa ke Marwah dan kembali sebanyak 7 kali. Pusingan 1 — Safa → Marwah. Pusingan 2 — Marwah → Safa. Jumlah 7 pusingan (mula di Safa, tamat di Marwah). Lelaki boleh mempercepat langkah di dua bahagian tertentu (langkah cepat ringan, bukan berlari)."
safago_text,ru,"Начало: встаньте у подножия холма Сафа и направьтесь к Каабе. Намерение (нийя): произнесите в сердце намерение совершить саи ради Аллаха. Движение: идите от Сафа к Марва и обратно 7 раз. 1 круг — путь от Сафа к Марва. 2 круг — путь от Марва к Сафа. Так всего 7 кругов (начало у Сафа, завершение на Марве). Мужчины могут ускорить шаг на двух небольших участках (лёгкий быстрый шаг, без бега)."
safago_text,tr,"Başlangıç: Safa tepesinin eteklerinde durun ve Kâbe'ye yönelin. Niyet: kalbinizde Allah rızası için sa'y yapmaya niyet edin. Hareket: Safa'dan Merve'ye ve Merve'den Safa'ya toplam 7 kez gidip gelin. 1. tur — Safa → Merve. 2. tur — Merve → Safa. Toplam 7 tur (başlangıç Safa, bitiş Merve). Erkekler iki kısa bölgede adımlarını biraz hızlandırabilir (hafif hızlı yürüyüş, koşmadan)."
safago_text,uz,"Maqom: Safa tepaligi etagida turing va Ka'baga yuzlaning. Niyat: qalbingizda Alloh rizoligi uchun sa'i qilishga niyat qiling. Harakat: Safadan Marvaga va Marvadan Safaga jami 7 marta yuring. 1-bosqich — Safa → Marva. 2-bosqich — Marva → Safa. Jami 7 marta (boshlanish Safa, yakun Marva). Erkaklar ikki kichik masofada qadamini tezlatishi mumkin (yengil tez yurish, yugurmasdan)."
safago_title,ar,ماذا تفعلون أثناء السعي؟
safago_title,en,What to do during Sa’i?
safago_title,fr,Que faire pendant le Sa’i ?
safago_title,id,Apa yang harus dilakukan saat sa’i?
safago_title,kk,Сағи кезінде не істеу керек?
safago_title,ms,Apa yang perlu dilakukan ketika sa’i?
safago_title,ru,Что делать во время саи?
safago_title,tr,Sa’y sırasında ne yapılır?
safago_title,uz,Sa’y vaqtida nima qilish kerak?
safago_title1,ar,اتجهوا إلى جبل الصفا
safago_title1,en,GO TO SAFA HILL
safago_title1,fr,RENDEZ-VOUS À LA COLLINE DE SAFA
safago_title1,id,PERGI KE BUKIT SAFA
safago_title1,kk,САФА ТӨБЕСІНЕ БАРЫҢЫЗ
safago_title1,ms,PERGI KE BUKIT SAFA
safago_title1,ru,ИДИТЕ К ХОЛМУ САФА
safago_title1,tr,SAFA TEPESİNE GİDİN
safago_title1,uz,SAFA TEPALIGIGA BORING
start_text,ar,أنتم تدخلون المسجد الحرام. لأداء العمرة (للرجال) اكشفوا الكتف الأيمن واقرؤوا الدعاء: ربنا افتح لي أبواب رحمتك
start_text,en,"You are entering Al-Haram Mosque. For Umrah (men), uncover your right shoulder and recite: Rabbana iftah li abwaba rahmatik"
start_text,fr,"Vous entrez dans la Mosquée Al-Haram. Pour la Omra (hommes), découvrez votre épaule droite et récitez : Rabbana iftah li abwaba rahmatik"
start_text,id,"Anda memasuki Masjid al-Haram. Untuk umrah (pria), buka bahu kanan Anda dan baca doa: Rabbana iftah li abwaba rahmatik"
start_text,kk,"Сіз Әл-Харам мешітіне кіріп жатырсыз. Умра үшін (ерлер) оң иығыңызды ашып, дұғаны оқыңыз: Rabbana iftah li abwaba rahmatik"
start_text,ms,"Anda memasuki Masjid al-Haram. Untuk umrah (lelaki), buka bahu kanan dan baca doa: Rabbana iftah li abwaba rahmatik"
start_text,ru,"Вы входите в мечеть аль Харам. Для совершения умры откройте свое правое плечо (мужчины), и читайте дуа: Rabbana iftah li abwaba rahmatik"
start_text,tr,Mescid-i Haram’a giriyorsunuz. Umre için (erkekler) sağ omzunuzu açın ve şu duayı okuyun: Rabbana iftah li abwaba rahmatik
start_text,uz,Siz Masjid al-Haramga kiryapsiz. Umra uchun (erkaklar) o‘ng yelkangizni oching va duoni o‘qing: Rabbana iftah li abwaba rahmatik
start_text1,ar,استعدوا لرؤية بيت الله وهيئوا جميع دعواتكم — أنتم الآن أقرب من أي وقت مضى
start_text1,en,Prepare to behold the House of Allah and ready all your supplications — you are closer now than ever before
start_text1,fr,Préparez-vous à contempler la Maison d’Allah et préparez toutes vos invocations — vous êtes plus proche que jamais
start_text1,id,Bersiaplah melihat Rumah Allah dan siapkan semua doa Anda — saat ini Anda lebih dekat dari sebelumnya
start_text1,kk,Алланың Үйін көруге дайындалыңыз және барлық тілектеріңізді Жаратушыға арнаңыз — сіз қазір бұрынғыдан да жақынсыз
start_text1,ms,Bersedialah untuk melihat Rumah Allah dan siapkan semua doa anda — kini anda lebih dekat daripada sebelumnya
start_text1,ru,Подготовьтесь увидеть Дом Аллаха и подготовьте все свои просьбы у Всевышнего — вы сейчас ближе как никогда
start_text1,tr,Allah’ın Evi’ni görmeye hazırlanın ve tüm dualarınızı O’na yöneltin — şu an her zamankinden daha yakınsınız
start_text1,uz,Allohning Uyini ko‘rishga tayyorlaning va barcha duolaringizni hozirlang — siz hozir har qachongidan ham yaqinroqsiz
start_text2,ar,هل اقتربتم من الكعبة؟ ادعوا الله وركزوا
start_text2,en,Have you approached the Kaaba? Make dua and focus
start_text2,fr,Avez-vous atteint la Kaaba ? Faites des invocations et concentrez-vous
start_text2,id,Apakah Anda sudah mendekati Ka'bah? Berdoalah dan fokuslah
start_text2,kk,"Қағбаға жақындадыңыз ба? Дұға жасап, назар аударыңыз"
start_text2,ms,Adakah anda telah menghampiri Kaabah? Berdoalah dan fokus
start_text2,ru,"Вы подошли к Каабе? Делайте дуа, сфокусируйтесь"
start_text2,tr,Ka'be'ye yaklaştınız mı? Dua edin ve odaklanın
start_text2,uz,Ka’baga yaqinlashdingizmi? Duo qiling va diqqatni jamlang
start_text3,ar,ركزوا وادعوا الله
start_text3,en,Focus and make dua
start_text3,fr,Concentrez-vous et faites des invocations
start_text3,id,Fokuslah dan berdoalah
start_text3,kk,"Назар аударып, дұға жасаңыз"
start_text3,ms,Fokus dan berdoalah
start_text3,ru,Сфокусируйтесь и делайте дуа
start_text3,tr,Odaklanın ve dua edin
start_text3,uz,Diqqatni jamlang va duo qiling
sunna_dua_btn,ar,أدعية السنة
sunna_dua_btn,en,Sunnah Duas
sunna_dua_btn,fr,Invocations de la Sunna
sunna_dua_btn,id,Doa Sunnah
sunna_dua_btn,kk,Сүннет дұғалары
sunna_dua_btn,ms,Doa Sunnah
sunna_dua_btn,ru,Дуа Сунна
sunna_dua_btn,tr,Sünnet duaları
sunna_dua_btn,uz,Sunnat duolari
tap_btn,ar,تم
tap_btn,en,Done
tap_btn,fr,Terminé
tap_btn,id,Selesai
tap_btn,kk,Tayyor
tap_btn,ms,Selesai
tap_btn,ru,Готово
tap_btn,tr,Tamam
tap_btn,uz,Tayyor
tawaf_common_text1,ar,قُلْ: بِسْمِ اللّٰهِ اللّٰهُ أَكْبَرُ
tawaf_common_text1,en,SAY BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,fr,DITES BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,id,Ucapkan BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,kk,АЙТЫҢЫЗ BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,ms,UCAPKAN BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,ru,СКАЖИТЕ BISMILLAHI ALLAHU AKBAR
tawaf_common_text1,tr,SÖYLEYİN BISMILLAHI ALLAHU EKBER
tawaf_common_text1,uz,AYTING BISMILLAHI ALLAHU AKBAR
tawaf_common_text2,ar,المصابيح الخضراء / الحجر الأسود
tawaf_common_text2,en,GREEN LIGHTS / BLACK STONE
tawaf_common_text2,fr,LUMIÈRES VERTES / PIERRE NOIRE
tawaf_common_text2,id,LAMPU HIJAU / HAJAR ASWAD
tawaf_common_text2,kk,ЖАСЫЛ ШАМДАР / ҚАРА ТАС
tawaf_common_text2,ms,LAMPU HIJAU / HAJAR ASWAD
tawaf_common_text2,ru,ЗЕЛЁНЫЕ ЛАМПЫ / ЧЁРНЫЙ КАМЕНЬ
tawaf_common_text2,tr,YEŞİL IŞIKLAR / HACERÜL ESVED
tawaf_common_text2,uz,YASHIL CHIROQLAR / QORA TOSH
